UniprotKB,Gene,FBgn,FBtr,FBpp
FBpp0423073,CG34303-PB,FBgn0085332,FBtr0473610,FBpp0423073
A2VEX9,CG34305-PA,FBgn0085334,FBtr0112501,FBpp0111414
A1A711,CG34307-PB,FBgn0085336,FBtr0301079,FBpp0290301
FBpp0401591,CG34308-PC,FBgn0085337,FBtr0445441,FBpp0401591
A8DYW4,CG34310-PC,FBgn0085339,FBtr0333516,FBpp0305696
A8DYW4,CG34310-PA,FBgn0085339,FBtr0112506,FBpp0111419
A8DYW4,CG34310-PD,FBgn0085339,FBtr0346453,FBpp0312103
A0A0S0WGS4,CG34310-PE,FBgn0085339,FBtr0347411,FBpp0312560
A8DT49,CG34312-PA,FBgn0085341,FBtr0112510,FBpp0111422
A8DT49,CG34312-PB,FBgn0085341,FBtr0333152,FBpp0305356
A8DT49,CG34312-PC,FBgn0085341,FBtr0346513,FBpp0312131
A8DZ10,CG34313-PA,FBgn0085342,FBtr0112511,FBpp0111423
A8DYT9,Sws1-PA,FBgn0085343,FBtr0112512,FBpp0111424
A8DYC6,CG34315-PB,FBgn0085344,FBtr0300287,FBpp0289515
A1A6X9,CG34316-PA,FBgn0085345,FBtr0112514,FBpp0111426
A8JRG8,Rpp14a-PA,FBgn0085346,FBtr0112516,FBpp0111428
Q6IIF2,inaF-C-PA,FBgn0085350,FBtr0112523,FBpp0111435
A8JUT0,inaF-A-PA,FBgn0085351,FBtr0112524,FBpp0111436
A2VEV2,CG34323-PA,FBgn0085352,FBtr0112525,FBpp0111437
Q9VYC9,CG34324-PA,FBgn0085353,FBtr0112526,FBpp0111438
Q9VXC1,CG34325-PA,FBgn0085354,FBtr0112527,FBpp0111439
Q9VXC1,CG34325-PB,FBgn0085354,FBtr0339825,FBpp0308859
X2JFG6,CG34325-PC,FBgn0085354,FBtr0339826,FBpp0308860
A8JV30,CG34327-PA,FBgn0085356,FBtr0112529,FBpp0111441
Q6II68,CG34328-PA,FBgn0085357,FBtr0112530,FBpp0111442
Q9VWM9,Diedel3-PA,FBgn0085358,FBtr0112531,FBpp0111443
Q9VWM9,Diedel3-PB,FBgn0085358,FBtr0344305,FBpp0310706
Q7KUV4,CG34330-PA,FBgn0085359,FBtr0112532,FBpp0111444
Q7KUV4,CG34330-PB,FBgn0085359,FBtr0346017,FBpp0311890
Q9W5X3,CG34331-PB,FBgn0085360,FBtr0301576,FBpp0290791
X2JFW7,CG34331-PC,FBgn0085360,FBtr0343165,FBpp0309859
Q7KWG5,CG34332-PA,FBgn0085361,FBtr0112534,FBpp0111446
A8JUV4,Vml-PA,FBgn0085362,FBtr0112535,FBpp0111447
A8JUV4,Vml-PB,FBgn0085362,FBtr0347302,FBpp0312534
A2VEW8,CG34337-PA,FBgn0085366,FBtr0112539,FBpp0111451
A8JV15,CG34338-PB,FBgn0085367,FBtr0303204,FBpp0292302
A0AVV3,Drgx-PE,FBgn0085369,FBtr0302391,FBpp0291586
A0AVV3,Drgx-PF,FBgn0085369,FBtr0339572,FBpp0308648
Q9VJ79,Pde11-PB,FBgn0085370,FBtr0112544,FBpp0111456
X2J8Z1,Pde11-PC,FBgn0085370,FBtr0112545,FBpp0111457
Q9VJ79,Pde11-PF,FBgn0085370,FBtr0343830,FBpp0310380
X2J8Z1,Pde11-PG,FBgn0085370,FBtr0343831,FBpp0310381
M9MSJ0,Pde11-PD,FBgn0085370,FBtr0303162,FBpp0292261
M9MRK1,Pde11-PE,FBgn0085370,FBtr0303163,FBpp0292262
A8JNC9,CG34342-PD,FBgn0085371,FBtr0344834,FBpp0311149
E2QCY5,CG34342-PE,FBgn0085371,FBtr0344835,FBpp0311150
A8DYR4,CG34345-PA,FBgn0085374,FBtr0112553,FBpp0111465
NP_001368952,CG34347-PF,FBgn0085376,FBtr0479758,FBpp0428101
NP_001368941,CG34347-PG,FBgn0085376,FBtr0479759,FBpp0428102
NP_001369034,CG34347-PH,FBgn0085376,FBtr0479760,FBpp0428103
NP_001369035,CG34347-PI,FBgn0085376,FBtr0479761,FBpp0428104
Q9VZ05,CG34348-PA,FBgn0085377,FBtr0112557,FBpp0111469
Q059C4,dcma-PC,FBgn0085380,FBtr0112561,FBpp0111473
M9PCK0,dcma-PD,FBgn0085380,FBtr0329978,FBpp0303013
A8JPQ1,CG34353-PA,FBgn0085382,FBtr0112563,FBpp0111475
A8JPQ1,CG34353-PB,FBgn0085382,FBtr0305292,FBpp0293835
A0A0B4LI09,CG34353-PC,FBgn0085382,FBtr0339321,FBpp0308425
A8JPX0,CG34354-PF,FBgn0085383,FBtr0344296,FBpp0310700
E1JJ00,CG34354-PE,FBgn0085383,FBtr0304916,FBpp0293455
E1JJ00,CG34354-PD,FBgn0085383,FBtr0304917,FBpp0293456
A0A126GV08,CG34354-PG,FBgn0085383,FBtr0346762,FBpp0312357
A0A126GV09,CG34355-PG,FBgn0085384,FBtr0347562,FBpp0312595
A0A0B4K709,CG34355-PE,FBgn0085384,FBtr0306735,FBpp0297661
Q9VCG8,CG34355-PB,FBgn0085384,FBtr0273215,FBpp0271723
Q9VCG8,CG34355-PF,FBgn0085384,FBtr0345324,FBpp0311484
A8JMD5,bma-PD,FBgn0085385,FBtr0331577,FBpp0303967
A8JMD5,bma-PE,FBgn0085385,FBtr0331578,FBpp0303968
C6TP33,bma-PG,FBgn0085385,FBtr0479873,FBpp0428206
NP_001369043,bma-PH,FBgn0085385,FBtr0479874,FBpp0428207
Q0IGY5,CG34357-PB,FBgn0085386,FBtr0112568,FBpp0111480
A8JQT1,CG34357-PC,FBgn0085386,FBtr0303867,FBpp0292870
A8JQT1,CG34357-PD,FBgn0085386,FBtr0335239,FBpp0307226
FBpp0423143,CG34357-PE,FBgn0085386,FBtr0474144,FBpp0423143
M9NGR8,shakB-PI,FBgn0085387,FBtr0342859,FBpp0309671
AAF50880.1,shakB-PD,FBgn0085387,FBtr0112569,FBpp0111481
AAF50882.2,shakB-PC,FBgn0085387,FBtr0112570,FBpp0111482
P33085,shakB-PA,FBgn0085387,FBtr0112571,FBpp0111483
FBpp0111484,shakB-PE,FBgn0085387,FBtr0112572,FBpp0111484
FBpp0113137,shakB-PF,FBgn0085387,FBtr0114645,FBpp0113137
M9NGR8,shakB-PG,FBgn0085387,FBtr0309369,FBpp0301271
M9NGR8,shakB-PH,FBgn0085387,FBtr0309370,FBpp0301272
AAF59180.1,Dgk-PG,FBgn0085390,FBtr0112579,FBpp0111491
Q01583,Dgk-PE,FBgn0085390,FBtr0112580,FBpp0111492
FBpp0111493,Dgk-PF,FBgn0085390,FBtr0112581,FBpp0111493
A0A0B4KEG4,Dgk-PJ,FBgn0085390,FBtr0330238,FBpp0303271
FBpp0300813,Dgk-PH,FBgn0085390,FBtr0308589,FBpp0300813
FBpp0300814,Dgk-PI,FBgn0085390,FBtr0308590,FBpp0300814
A0A126GUN0,Dgk-PK,FBgn0085390,FBtr0346954,FBpp0312418
Q9VAX3,trv-PA,FBgn0085391,FBtr0112583,FBpp0111495
E1JIZ9,trv-PI,FBgn0085391,FBtr0344217,FBpp0310623
A0A0B4LIU0,trv-PJ,FBgn0085391,FBtr0344218,FBpp0310624
A0A0B4KHB5,trv-PE,FBgn0085391,FBtr0334896,FBpp0306917
A0A0B4KH70,trv-PF,FBgn0085391,FBtr0334897,FBpp0306918
A8DYR5,Shawl-PC,FBgn0085395,FBtr0308029,FBpp0300390
R9PY39,Shawl-PD,FBgn0085395,FBtr0332598,FBpp0304848
A8DYR8,CG34367-PC,FBgn0085396,FBtr0112592,FBpp0111504
M9PCS1,CG34367-PE,FBgn0085396,FBtr0333005,FBpp0305220
A2RVG7,CG34367-PB,FBgn0085396,FBtr0301049,FBpp0290271
Q5U1A7,Fili-PC,FBgn0085397,FBtr0112593,FBpp0111505
Q5U1A7,Fili-PD,FBgn0085397,FBtr0330338,FBpp0303370
NP_001369108,Fili-PE,FBgn0085397,FBtr0479817,FBpp0428150
Q9W2B5,ppk9-PA,FBgn0085398,FBtr0112594,FBpp0111506
A0A0B4LG42,ppk9-PB,FBgn0085398,FBtr0344888,FBpp0311200
A8DYL2,CG34370-PG,FBgn0085399,FBtr0299544,FBpp0288819
A8DYL2,CG34370-PH,FBgn0085399,FBtr0332252,FBpp0304546
Q9W1T6,side-V-PA,FBgn0085400,FBtr0112596,FBpp0111508
A0A0C4DH96,side-V-PB,FBgn0085400,FBtr0330239,FBpp0303272
Q9VCS5,CG34375-PA,FBgn0085404,FBtr0112607,FBpp0111519
C6SUV4,CG34375-PB,FBgn0085404,FBtr0302319,FBpp0291525
C6SUV4,CG34375-PC,FBgn0085404,FBtr0337071,FBpp0307996
Q9VD05,CG34376-PA,FBgn0085405,FBtr0112608,FBpp0111520
Q9VD04,CG34376-PB,FBgn0085405,FBtr0112609,FBpp0111521
A1Z9P3,Shrm-PH,FBgn0085408,FBtr0339991,FBpp0309010
A1Z9P3,Shrm-PD,FBgn0085408,FBtr0112614,FBpp0111526
AAF58259.2,Shrm-PF,FBgn0085408,FBtr0112616,FBpp0111528
CG34379-PG,Shrm-PG,FBgn0085408,FBtr0290253,FBpp0288692
A8DYR2,smal-PC,FBgn0085409,FBtr0112617,FBpp0111529
R9PY37,smal-PD,FBgn0085409,FBtr0329979,FBpp0303014
A8DYR2,smal-PE,FBgn0085409,FBtr0329980,FBpp0303015
Q9VML9,TrissinR-PB,FBgn0085410,FBtr0112619,FBpp0111531
R4GRV6,TrissinR-PC,FBgn0085410,FBtr0330221,FBpp0303254
M9PC39,TrissinR-PD,FBgn0085410,FBtr0330222,FBpp0303255
R4GRV6,TrissinR-PE,FBgn0085410,FBtr0342612,FBpp0309550
Q29R15,CG34382-PC,FBgn0085411,FBtr0112620,FBpp0111532
M9PF08,CG34382-PD,FBgn0085411,FBtr0332685,FBpp0304931
Q29R15,CG34382-PE,FBgn0085411,FBtr0332686,FBpp0304932
M9PF08,CG34382-PF,FBgn0085411,FBtr0332687,FBpp0304933
A8JR03,kmr-PB,FBgn0085412,FBtr0112622,FBpp0111534
A8JR02,kmr-PD,FBgn0085412,FBtr0112623,FBpp0111535
A8JR00,kmr-PE,FBgn0085412,FBtr0112624,FBpp0111536
A8JR02,kmr-PF,FBgn0085412,FBtr0290011,FBpp0288450
A0A0B4KH30,kmr-PG,FBgn0085412,FBtr0329897,FBpp0302931
A8JR03,kmr-PH,FBgn0085412,FBtr0329898,FBpp0302932
A8JR01,kmr-PI,FBgn0085412,FBtr0329899,FBpp0302933
A0A0C4DHA9,kmr-PJ,FBgn0085412,FBtr0334567,FBpp0306634
A8JR02,kmr-PK,FBgn0085412,FBtr0334568,FBpp0306635
A0A0B4KGM4,kmr-PL,FBgn0085412,FBtr0334569,FBpp0306636
A0A0B4LHW4,CG34384-PF,FBgn0085413,FBtr0344342,FBpp0310723
A8JQ65,CG34384-PA,FBgn0085413,FBtr0112625,FBpp0111537
E2QD61,CG34384-PB,FBgn0085413,FBtr0302036,FBpp0291246
A0A0B4K634,CG34384-PC,FBgn0085413,FBtr0304918,FBpp0293457
A0A0B4K6W3,CG34384-PD,FBgn0085413,FBtr0304919,FBpp0293458
A0A0B4K6B6,CG34384-PE,FBgn0085413,FBtr0304920,FBpp0293459
A1Z6H9,dpr12-PC,FBgn0085414,FBtr0300553,FBpp0289780
A0A0B4KED6,dpr12-PD,FBgn0085414,FBtr0335272,FBpp0307251
A0A0C4DHB6,dpr12-PE,FBgn0085414,FBtr0335273,FBpp0307252
Q1ECA0,CG34386-PC,FBgn0085415,FBtr0112627,FBpp0111539
Q1ECA0,CG34386-PD,FBgn0085415,FBtr0345644,FBpp0311706
Q4V427,natalisin-PC,FBgn0085417,FBtr0112629,FBpp0111541
E2QD54,natalisin-PD,FBgn0085417,FBtr0301081,FBpp0290303
Q6NN22,Rgk2-PA,FBgn0085419,FBtr0112633,FBpp0111545
A0A0B4LFV4,Rgk2-PC,FBgn0085419,FBtr0340386,FBpp0309332
Q4QQ69,DIP-delta-PB,FBgn0085420,FBtr0290012,FBpp0288451
A8JNC7,DIP-delta-PD,FBgn0085420,FBtr0333611,FBpp0305788
A8JNC7,DIP-delta-PE,FBgn0085420,FBtr0333612,FBpp0305789
Q7K3Z6,Epac-PD,FBgn0085421,FBtr0112636,FBpp0111548
A1Z6P8,Epac-PE,FBgn0085421,FBtr0329849,FBpp0302889
A0A0B4KF54,Epac-PF,FBgn0085421,FBtr0329850,FBpp0302890
NP_001260737,Epac-PH,FBgn0085421,FBtr0479928,FBpp0428260
Q9VQM8,CG34393-PA,FBgn0085422,FBtr0112637,FBpp0111549
Q9VQM8,CG34393-PB,FBgn0085422,FBtr0340590,FBpp0309471
A8DYU1,GramD1B-PD,FBgn0085423,FBtr0112638,FBpp0111550
A8DYU2,GramD1B-PA,FBgn0085423,FBtr0112639,FBpp0111551
A8DYU3,GramD1B-PC,FBgn0085423,FBtr0112641,FBpp0111553
R9PY34,GramD1B-PH,FBgn0085423,FBtr0332409,FBpp0304682
R9PY62,GramD1B-PE,FBgn0085423,FBtr0306333,FBpp0297429
M9NE71,GramD1B-PG,FBgn0085423,FBtr0306335,FBpp0297431
A8DYZ8,nub-PB,FBgn0085424,FBtr0112642,FBpp0111554
P31368,nub-PD,FBgn0085424,FBtr0112643,FBpp0111555
P31368,nub-PE,FBgn0085424,FBtr0342628,FBpp0309559
Q9W2L9,CG34396-PC,FBgn0085425,FBtr0112644,FBpp0111556
Q9W2L7,CG34396-PD,FBgn0085425,FBtr0112645,FBpp0111557
A8DYK6,Rgk3-PC,FBgn0085426,FBtr0112646,FBpp0111558
A0A076NAB7,Rgk3-PE,FBgn0085426,FBtr0342882,FBpp0309683
A8DYK6,Rgk3-PF,FBgn0085426,FBtr0342883,FBpp0309684
A8DYK6,Rgk3-PG,FBgn0085426,FBtr0347186,FBpp0312497
A8DYY0,CG34398-PA,FBgn0085427,FBtr0112648,FBpp0111560
A8DYX9,CG34398-PC,FBgn0085427,FBtr0112649,FBpp0111561
X2J7J2,CG34398-PK,FBgn0085427,FBtr0340259,FBpp0309226
X2JDL7,CG34398-PL,FBgn0085427,FBtr0340260,FBpp0309227
A8DYX9,CG34398-PE,FBgn0085427,FBtr0303889,FBpp0292892
A8DYX9,CG34398-PF,FBgn0085427,FBtr0303890,FBpp0292893
M9MSH2,CG34398-PG,FBgn0085427,FBtr0303891,FBpp0292894
A8DYY0,CG34398-PH,FBgn0085427,FBtr0303892,FBpp0292895
M9MRP7,CG34398-PI,FBgn0085427,FBtr0303893,FBpp0292896
E2QCS4,CG34398-PJ,FBgn0085427,FBtr0303894,FBpp0292897
A8DWJ8,Nox-PC,FBgn0085428,FBtr0112650,FBpp0111562
A0A0B4LFI7,Nox-PB,FBgn0085428,FBtr0344889,FBpp0311201
A8DWJ8,Nox-PD,FBgn0085428,FBtr0345378,FBpp0311529
A8DWJ8,Nox-PE,FBgn0085428,FBtr0345379,FBpp0311530
Q9VWN9,Dora-PA,FBgn0085430,FBtr0112653,FBpp0111565
R9PY27,Dora-PB,FBgn0085430,FBtr0333160,FBpp0305363
FBpp0423174,Dora-PC,FBgn0085430,FBtr0474175,FBpp0423174
A8JQY3,Sol1-PC,FBgn0085431,FBtr0112654,FBpp0111566
Q4V495,Sol1-PD,FBgn0085431,FBtr0112656,FBpp0111568
Q15KK8,Sol1-PE,FBgn0085431,FBtr0344385,FBpp0310758
H9XVM0,pan-PQ,FBgn0085432,FBtr0308615,FBpp0300839
Q8IMA8,pan-PJ,FBgn0085432,FBtr0112657,FBpp0111569
FBpp0099631,pan-PH,FBgn0085432,FBtr0100245,FBpp0099631
P91943,pan-PD,FBgn0085432,FBtr0089162,FBpp0088229
P91943,pan-PB,FBgn0085432,FBtr0089159,FBpp0088226
P91943,pan-PA,FBgn0085432,FBtr0089161,FBpp0088228
FBpp0099632,pan-PI,FBgn0085432,FBtr0100246,FBpp0099632
P91943,pan-PR,FBgn0085432,FBtr0309803,FBpp0301556
NP_726527,pan-PS,FBgn0085432,FBtr0334301,FBpp0306416
Q9VF73,CG34404-PC,FBgn0085433,FBtr0112667,FBpp0111579
Q7KSI6,CG34404-PE,FBgn0085433,FBtr0112669,FBpp0111581
NP_732023,CG34404-PF,FBgn0085433,FBtr0479893,FBpp0428226
A0A0B4KFH8,NaCP60E-PM,FBgn0085434,FBtr0330240,FBpp0303273
Q9W0Y8,NaCP60E-PG,FBgn0085434,FBtr0308342,FBpp0300661
Q9W0Y8,NaCP60E-PH,FBgn0085434,FBtr0308343,FBpp0300662
A0A0B4K8B5,NaCP60E-PI,FBgn0085434,FBtr0308344,FBpp0300663
A0A0B4K814,NaCP60E-PJ,FBgn0085434,FBtr0308345,FBpp0300664
A0A0B4K887,NaCP60E-PK,FBgn0085434,FBtr0308346,FBpp0300665
A0A0B4K7I8,NaCP60E-PL,FBgn0085434,FBtr0308347,FBpp0300666
A0A0B4KGE9,NaCP60E-PN,FBgn0085434,FBtr0333815,FBpp0305949
A0A0B4KG05,NaCP60E-PO,FBgn0085434,FBtr0333816,FBpp0305950
A0A0B4KF50,NaCP60E-PP,FBgn0085434,FBtr0333817,FBpp0305951
A8DY81,Not1-PC,FBgn0085436,FBtr0112672,FBpp0111584
A8DY80,Not1-PD,FBgn0085436,FBtr0112673,FBpp0111585
A8DY82,Not1-PE,FBgn0085436,FBtr0112674,FBpp0111586
A0A0B4LEZ3,Not1-PH,FBgn0085436,FBtr0339394,FBpp0308486
A8DY81,Not1-PG,FBgn0085436,FBtr0304957,FBpp0293496
E2QCN4,Not1-PF,FBgn0085436,FBtr0302122,FBpp0291332
B7Z140,CG34408-PC,FBgn0085437,FBtr0114584,FBpp0113076
B7Z138,CG34408-PD,FBgn0085437,FBtr0114585,FBpp0113077
Q9W2X2,CG34408-PA,FBgn0085437,FBtr0071439,FBpp0071374
Q8IRL5,CG34408-PB,FBgn0085437,FBtr0112675,FBpp0111587
X2JB32,CG34408-PF,FBgn0085437,FBtr0343023,FBpp0309775
X2JD61,CG34408-PE,FBgn0085437,FBtr0343022,FBpp0309774
X2JJ95,CG34408-PG,FBgn0085437,FBtr0343024,FBpp0309776
X2JEC6,CG34408-PH,FBgn0085437,FBtr0343025,FBpp0309777
X2JEP7,CG34408-PI,FBgn0085437,FBtr0343026,FBpp0309778
X2JB38,CG34408-PJ,FBgn0085437,FBtr0343027,FBpp0309779
A8JPF3,CG34409-PB,FBgn0085438,FBtr0331694,FBpp0304083
X2JJX6,Lgr4-PC,FBgn0085440,FBtr0340300,FBpp0309261
Q0IGY0,Lgr4-PB,FBgn0085440,FBtr0300364,FBpp0289593
A6MHQ4,NKAIN-PK,FBgn0085442,FBtr0305056,FBpp0293593
A6MHQ4,NKAIN-PF,FBgn0085442,FBtr0301847,FBpp0291061
A6MHQ4,NKAIN-PG,FBgn0085442,FBtr0301848,FBpp0291062
A6MHQ4,NKAIN-PH,FBgn0085442,FBtr0301849,FBpp0291063
E1JGW7,NKAIN-PI,FBgn0085442,FBtr0301850,FBpp0291064
Q86BN4,NKAIN-PJ,FBgn0085442,FBtr0301851,FBpp0291065
A0A0B4LGJ7,NKAIN-PL,FBgn0085442,FBtr0343497,FBpp0310104
Q8MQW8,spri-PA,FBgn0085443,FBtr0112688,FBpp0111600
CG34414-PG,spri-PG,FBgn0085443,FBtr0112689,FBpp0111601
CG34414-PI,spri-PI,FBgn0085443,FBtr0112690,FBpp0111602
NP_001259413,spri-PE,FBgn0085443,FBtr0310291,FBpp0301974
NP_001259414,spri-PF,FBgn0085443,FBtr0310292,FBpp0301975
NP_001096941,spri-PJ,FBgn0085443,FBtr0310293,FBpp0301976
Q8MQW8,spri-PL,FBgn0085443,FBtr0310295,FBpp0301978
Q8MQW8,spri-PM,FBgn0085443,FBtr0310296,FBpp0301979
NP_001259417,spri-PN,FBgn0085443,FBtr0310438,FBpp0302586
NP_001259418,spri-PO,FBgn0085443,FBtr0310439,FBpp0302587
NP_001259419,spri-PP,FBgn0085443,FBtr0336902,FBpp0307842
NP_001259420,spri-PQ,FBgn0085443,FBtr0336903,FBpp0307843
NP_001259421,spri-PR,FBgn0085443,FBtr0336904,FBpp0307844
A8DYH1,mute-PC,FBgn0085444,FBtr0112691,FBpp0111603
Q8MS31,mute-PD,FBgn0085444,FBtr0112692,FBpp0111604
A8JV02,CG34417-PC,FBgn0085446,FBtr0112703,FBpp0111615
A8JUZ8,CG34417-PD,FBgn0085446,FBtr0112704,FBpp0111616
A8JUZ9,CG34417-PF,FBgn0085446,FBtr0112706,FBpp0111618
A8JV00,CG34417-PH,FBgn0085446,FBtr0112707,FBpp0111619
M9MS17,CG34417-PK,FBgn0085446,FBtr0303205,FBpp0292303
M9MSA5,CG34417-PL,FBgn0085446,FBtr0303206,FBpp0292304
M9PJ79,CG34417-PM,FBgn0085446,FBtr0336669,FBpp0307650
E2QD99,CG34417-PI,FBgn0085446,FBtr0301323,FBpp0290538
A8JV00,CG34417-PJ,FBgn0085446,FBtr0301324,FBpp0290539
M9PDW3,CG34417-PO,FBgn0085446,FBtr0336670,FBpp0307651
M9PGI5,CG34417-PP,FBgn0085446,FBtr0336671,FBpp0307652
M9PH75,CG34417-PQ,FBgn0085446,FBtr0336672,FBpp0307653
X2JIN0,CG34417-PW,FBgn0085446,FBtr0345068,FBpp0311298
X2JDY1,CG34417-PX,FBgn0085446,FBtr0345069,FBpp0311299
X2JEC4,CG34417-PY,FBgn0085446,FBtr0345070,FBpp0311300
M9PGT0,CG34417-PR,FBgn0085446,FBtr0336673,FBpp0307654
M9PJ82,CG34417-PS,FBgn0085446,FBtr0336674,FBpp0307655
M9PDW8,CG34417-PT,FBgn0085446,FBtr0336675,FBpp0307656
A8JV00,CG34417-PU,FBgn0085446,FBtr0336676,FBpp0307657
M9PH82,CG34417-PV,FBgn0085446,FBtr0336677,FBpp0307658
R9PY45,CG34417-PN,FBgn0085446,FBtr0308093,FBpp0300436
P91621,sif-PB,FBgn0085447,FBtr0112708,FBpp0111620
AAF50756.3,sif-PA,FBgn0085447,FBtr0112709,FBpp0111621
P91620,sif-PC,FBgn0085447,FBtr0112710,FBpp0111622
Q8IQ62,sif-PF,FBgn0085447,FBtr0112712,FBpp0111624
P91621,sif-PI,FBgn0085447,FBtr0330122,FBpp0303155
M9PHI5,sif-PJ,FBgn0085447,FBtr0330123,FBpp0303156
M9PBR2,sif-PL,FBgn0085447,FBtr0330124,FBpp0303157
M9PE98,sif-PM,FBgn0085447,FBtr0330125,FBpp0303158
A8JNL5,sif-PK,FBgn0085447,FBtr0330126,FBpp0303159
A8JNL4,sif-PN,FBgn0085447,FBtr0340654,FBpp0309505
X2JC30,sif-PO,FBgn0085447,FBtr0340655,FBpp0309506
X2JCJ4,sif-PP,FBgn0085447,FBtr0340656,FBpp0309507
A0A0S0WGZ0,sif-PQ,FBgn0085447,FBtr0346962,FBpp0312426
Q00G30,Snoo-PB,FBgn0085450,FBtr0112717,FBpp0111629
Q00G30,Snoo-PC,FBgn0085450,FBtr0112718,FBpp0111630
Q00G30,Snoo-PD,FBgn0085450,FBtr0112719,FBpp0111631
Q00G30,Snoo-PG,FBgn0085450,FBtr0343409,FBpp0310055
R9PY26,htk-PC,FBgn0085451,FBtr0310365,FBpp0302046
Q9VWP5,htk-PD,FBgn0085451,FBtr0310440,FBpp0302588
Q9W1R6,CG34423-PA,FBgn0085452,FBtr0112724,FBpp0111636
E1JGT3,CG34423-PB,FBgn0085452,FBtr0301854,FBpp0291068
Q8MLS1,Mthfs-PB,FBgn0085453,FBtr0343202,FBpp0309891
Q8MLS1,Mthfs-PA,FBgn0085453,FBtr0112725,FBpp0111637
A8JQT2,CG34425-PA,FBgn0085454,FBtr0112726,FBpp0111638
A8JNN8,CG34426-PA,FBgn0085455,FBtr0112727,FBpp0111639
A8JNN9,CG34427-PB,FBgn0085456,FBtr0303231,FBpp0292323
FBpp0423074,CG34428-PB,FBgn0085457,FBtr0473611,FBpp0423074
A8JNS3,CG34429-PA,FBgn0085458,FBtr0112730,FBpp0111642
A8DY63,CG34430-PA,FBgn0085459,FBtr0112731,FBpp0111643
A8DY64,CG34431-PA,FBgn0085460,FBtr0112732,FBpp0111644
A8JRH4,CG34432-PA,FBgn0085461,FBtr0112733,FBpp0111645
A8JRH5,CG34433-PA,FBgn0085462,FBtr0112734,FBpp0111646
A0A0B4K806,CG34433-PB,FBgn0085462,FBtr0304711,FBpp0293254
Q9W4B1,CG34435-PA,FBgn0085464,FBtr0112736,FBpp0111648
A8JRE8,CG34436-PA,FBgn0085465,FBtr0112737,FBpp0111649
A8JRF0,CG34437-PA,FBgn0085466,FBtr0112738,FBpp0111650
A8DYC5,ND-MWFE-PA,FBgn0085468,FBtr0112740,FBpp0111652
A8DYC4,ND-MWFE-PB,FBgn0085468,FBtr0112741,FBpp0111653
Q9VLJ5,lmgB-PA,FBgn0085470,FBtr0112744,FBpp0111656
Q9VLJ5,lmgB-PB,FBgn0085470,FBtr0112745,FBpp0111657
Q9VLJ5,lmgB-PC,FBgn0085470,FBtr0333420,FBpp0305612
Q9VLJ5,lmgB-PD,FBgn0085470,FBtr0336886,FBpp0307834
Q29QT4,CG34442-PA,FBgn0085471,FBtr0112746,FBpp0111658
A8DYD6,CG34443-PA,FBgn0085472,FBtr0112747,FBpp0111659
A8DYD7,CG34444-PA,FBgn0085473,FBtr0112748,FBpp0111660
Q4V6L7,CG34445-PA,FBgn0085474,FBtr0112749,FBpp0111661
A8DYM4,CG34446-PA,FBgn0085475,FBtr0112750,FBpp0111662
Q4V566,CG34447-PB,FBgn0085476,FBtr0331203,FBpp0303630
Q4V566,CG34447-PA,FBgn0085476,FBtr0112751,FBpp0111663
A8DYT7,CG34448-PA,FBgn0085477,FBtr0112752,FBpp0111664
Q9W345,Zdhhc8-PA,FBgn0085478,FBtr0112753,FBpp0111665
A8JUM2,Zdhhc8-PB,FBgn0085478,FBtr0112754,FBpp0111666
A8JUM5,Zdhhc8-PC,FBgn0085478,FBtr0112755,FBpp0111667
X2JJ56,Zdhhc8-PF,FBgn0085478,FBtr0343028,FBpp0309780
X2JE99,Zdhhc8-PG,FBgn0085478,FBtr0343029,FBpp0309781
M9NGX0,Zdhhc8-PD,FBgn0085478,FBtr0308591,FBpp0300815
M9PH36,Zdhhc8-PE,FBgn0085478,FBtr0331304,FBpp0303736
Q8MRK8,CG34450-PA,FBgn0085479,FBtr0112756,FBpp0111668
A8JNT3,CG34451-PA,FBgn0085480,FBtr0112757,FBpp0111669
D5AEM5,CG34451-PB,FBgn0085480,FBtr0308640,FBpp0300863
A8JNT3,CG34451-PC,FBgn0085480,FBtr0345808,FBpp0311794
NP_001369052,CG34451-PD,FBgn0085480,FBtr0479781,FBpp0428114
A8JNT2,CG34452-PB,FBgn0085481,FBtr0299517,FBpp0288792
A8JNT2,CG34452-PC,FBgn0085481,FBtr0345809,FBpp0311795
A8JNG7,CG34453-PB,FBgn0085482,FBtr0299518,FBpp0288793
A8JNG6,CG34454-PA,FBgn0085483,FBtr0112760,FBpp0111672
Q7KUC2,Pdxk-PC,FBgn0085484,FBtr0112761,FBpp0111673
Q9VSW3,CG34456-PA,FBgn0085485,FBtr0112762,FBpp0111674
Q4V4V0,CG34457-PA,FBgn0085486,FBtr0112763,FBpp0111675
Q4V4V0,CG34457-PB,FBgn0085486,FBtr0345621,FBpp0311689
A8DYG0,CG34458-PA,FBgn0085487,FBtr0112764,FBpp0111676
A8DYG7,CG34459-PA,FBgn0085488,FBtr0112765,FBpp0111677
A8DYG7,CG34459-PB,FBgn0085488,FBtr0345376,FBpp0311527
A8DYG7,CG34459-PC,FBgn0085488,FBtr0345377,FBpp0311528
A8DYG8,CG34460-PA,FBgn0085489,FBtr0112766,FBpp0111678
A8JNN4,CG34462-PA,FBgn0085491,FBtr0112768,FBpp0111680
