UniprotKB,Gene,FBgn,FBtr,FBpp
M9PE91,CNMa-PD,FBgn0035282,FBtr0332672,FBpp0304918
Q9W077,Cpr62Bc-PA,FBgn0035281,FBtr0072869,FBpp0072748
Q9W077,Cpr62Bc-PB,FBgn0035281,FBtr0332673,FBpp0304919
Q9W044,CG13810-PB,FBgn0035313,FBtr0308229,FBpp0300549
Q9W042,CG8960-PA,FBgn0035315,FBtr0072871,FBpp0072750
Q8IRF6,CG8960-PB,FBgn0035315,FBtr0072872,FBpp0072751
Q9W040,Oseg2-PB,FBgn0035317,FBtr0332661,FBpp0304907
Q9W038,ACXD-PA,FBgn0040507,FBtr0072874,FBpp0072753
M9PE08,ACXD-PB,FBgn0040507,FBtr0332662,FBpp0304908
E1JIB3,CG32301-PB,FBgn0052301,FBtr0301320,FBpp0290535
Q9W037,CG32301-PC,FBgn0052301,FBtr0301321,FBpp0290536
M9PH04,CG32301-PD,FBgn0052301,FBtr0332663,FBpp0304909
Q8IRF5,CG32305-PB,FBgn0052305,FBtr0301322,FBpp0290537
Q24050,CG2034-PA,FBgn0015359,FBtr0072877,FBpp0072756
Q24050,CG2034-PB,FBgn0015359,FBtr0332664,FBpp0304910
Q9W033,CG13807-PA,FBgn0035323,FBtr0072878,FBpp0072757
Q8SXL5,CG13806-PA,FBgn0035325,FBtr0072879,FBpp0072758
Q8IRF4,obst-I-PA,FBgn0052304,FBtr0072880,FBpp0072759
Q9W030,CG32302-PA,FBgn0052302,FBtr0072881,FBpp0072760
Q9W028,yellow-g2-PA,FBgn0035328,FBtr0072883,FBpp0072761
Q9W024,CG13801-PA,FBgn0035332,FBtr0072888,FBpp0072766
Q9W022,CG8993-PA,FBgn0035334,FBtr0072889,FBpp0072767
Q9W020,CG9004-PA,FBgn0035336,FBtr0072890,FBpp0072768
Q8IRF1,CG32298-PB,FBgn0052298,FBtr0299807,FBpp0289085
Q8IRF2,CG32299-PA,FBgn0052299,FBtr0072898,FBpp0072776
Q8IRF2,CG32299-PB,FBgn0052299,FBtr0299808,FBpp0289086
Q9W019,CG15877-PA,FBgn0035337,FBtr0072899,FBpp0072777
Q9W021,mRpL23-PA,FBgn0035335,FBtr0072900,FBpp0072778
Q9W021,mRpL23-PB,FBgn0035335,FBtr0289966,FBpp0288404
Q9W021,mRpL23-PC,FBgn0035335,FBtr0331415,FBpp0303832
Q9W021,mRpL23-PD,FBgn0035335,FBtr0331416,FBpp0303833
Q9W023,CG1317-PB,FBgn0035333,FBtr0072901,FBpp0072779
Q9W023,CG1317-PC,FBgn0035333,FBtr0300773,FBpp0289997
Q9W023,CG1317-PD,FBgn0035333,FBtr0345587,FBpp0311656
Q9W029,yellow-g-PA,FBgn0041709,FBtr0072902,FBpp0072780
Q9W032,ecd-PA,FBgn0000543,FBtr0072903,FBpp0072781
Q7KVA1,oxt-PB,FBgn0015360,FBtr0072904,FBpp0072782
Q9I7U1,CG1275-PB,FBgn0035321,FBtr0072905,FBpp0072783
Q9I7U2,CG1275-PC,FBgn0035321,FBtr0072906,FBpp0072784
Q9I7U1,CG1275-PA,FBgn0035321,FBtr0072907,FBpp0072785
Q7KV99,CG1275-PD,FBgn0035321,FBtr0072908,FBpp0072786
Q8SX50,CG9018-PB,FBgn0035318,FBtr0072909,FBpp0072787
Q9W039,CG9018-PA,FBgn0035318,FBtr0072910,FBpp0072788
Q9W041,CG15878-PA,FBgn0035316,FBtr0072911,FBpp0072789
Q9W043,CG5707-PA,FBgn0026593,FBtr0072912,FBpp0072790
D5SHT6,CG5707-PB,FBgn0026593,FBtr0308230,FBpp0300550
D5SHT6,CG5707-PC,FBgn0026593,FBtr0308231,FBpp0300551
Q9W045,CG15820-PA,FBgn0035312,FBtr0072913,FBpp0072791
Q9W047,CG5704-PA,FBgn0026570,FBtr0072915,FBpp0072792
Q9W047,CG5704-PB,FBgn0026570,FBtr0346076,FBpp0311914
Q9W048,CG15879-PA,FBgn0035309,FBtr0072916,FBpp0072793
Q9W049,CG15822-PD,FBgn0035308,FBtr0300831,FBpp0290055
Q9W049,CG15822-PE,FBgn0035308,FBtr0333450,FBpp0305641
Q9W049,CG15822-PF,FBgn0035308,FBtr0333451,FBpp0305642
B7Z0I2,CG15822-PG,FBgn0035308,FBtr0333452,FBpp0305643
Q9W009,CG1146-PB,FBgn0035346,FBtr0072921,FBpp0072798
Q9W009,CG1146-PC,FBgn0035346,FBtr0072922,FBpp0072799
Q9W009,CG1146-PA,FBgn0035346,FBtr0072923,FBpp0072800
Q9W009,CG1146-PD,FBgn0035346,FBtr0344219,FBpp0310625
FBpp0072804,dos-PB,FBgn0016794,FBtr0072927,FBpp0072804
Q9VZZ9,dos-PA,FBgn0016794,FBtr0072926,FBpp0072803
Q9VZZ8,CG16984-PA,FBgn0062517,FBtr0072928,FBpp0072805
Q9VZZ6,CG16985-PA,FBgn0035355,FBtr0072929,FBpp0072806
Q9VZZ5,CG16986-PA,FBgn0035356,FBtr0072930,FBpp0072807
Q9VZZ5,CG16986-PB,FBgn0035356,FBtr0302434,FBpp0291626
Q0E8J0,MEP-1-PC,FBgn0035357,FBtr0072931,FBpp0072808
Q0E8J0,MEP-1-PA,FBgn0035357,FBtr0072932,FBpp0072809
Q0E8J0,MEP-1-PB,FBgn0035357,FBtr0072933,FBpp0072810
Q0E8J0,MEP-1-PD,FBgn0035357,FBtr0072934,FBpp0072811
Q0E8J0,MEP-1-PF,FBgn0035357,FBtr0072935,FBpp0072812
Q0E8J0,MEP-1-PE,FBgn0035357,FBtr0072936,FBpp0072813
Q0E8J0,MEP-1-PG,FBgn0035357,FBtr0290340,FBpp0288779
Q9VZZ1,CG1143-PA,FBgn0035359,FBtr0072937,FBpp0072814
Q9VZZ1,CG1143-PB,FBgn0035359,FBtr0333445,FBpp0305636
Q9VZZ0,CG1246-PB,FBgn0035360,FBtr0072938,FBpp0072815
Q9VZZ0,CG1246-PE,FBgn0035360,FBtr0345027,FBpp0311277
Q9VZZ0,CG1246-PC,FBgn0035360,FBtr0303022,FBpp0292141
Q9VZZ0,CG1246-PD,FBgn0035360,FBtr0333446,FBpp0305637
Q86NP5,CG33233-PC,FBgn0053233,FBtr0273190,FBpp0271698
Q8IRE9,CG33233-PE,FBgn0053233,FBtr0301038,FBpp0290260
A8JNI7,CG33234-PD,FBgn0053234,FBtr0290142,FBpp0288582
A0A023GPM0,CG33234-PE,FBgn0053234,FBtr0345013,FBpp0311264
O46202,Acp62F-PA,FBgn0020509,FBtr0072943,FBpp0072820
B7Z043,Mrtf-PH,FBgn0052296,FBtr0344569,FBpp0310920
Q9VZY2,Mrtf-PG,FBgn0052296,FBtr0333444,FBpp0305635
Q9VZY2,Mrtf-PD,FBgn0052296,FBtr0306331,FBpp0297427
Q9VZY9,ProRS-m-PA,FBgn0027082,FBtr0072948,FBpp0072825
M9PBJ9,ProRS-m-PB,FBgn0027082,FBtr0333447,FBpp0305638
Q9VZZ2,CG14949-PA,FBgn0035358,FBtr0072949,FBpp0072826
Q9VZZ4,Pxn-PA,FBgn0011828,FBtr0072951,FBpp0072828
Q9VZZ4,Pxn-PC,FBgn0011828,FBtr0072952,FBpp0089205
Q9VZZ4,Pxn-PD,FBgn0011828,FBtr0072953,FBpp0089215
Q9VZZ4,Pxn-PE,FBgn0011828,FBtr0072954,FBpp0089216
FBpp0072827,Pxn-PB,FBgn0011828,FBtr0072950,FBpp0072827
Q9VZZ7,CG12182-PA,FBgn0028504,FBtr0072955,FBpp0072829
M9PED1,CG12182-PB,FBgn0028504,FBtr0332040,FBpp0304350
Q9VZZ7,CG12182-PC,FBgn0028504,FBtr0344989,FBpp0311243
Q9W002,msn-PA,FBgn0010909,FBtr0072956,FBpp0072830
Q7KV90,msn-PB,FBgn0010909,FBtr0072957,FBpp0089310
Q7KV88,msn-PD,FBgn0010909,FBtr0072958,FBpp0089311
Q7KV88,msn-PC,FBgn0010909,FBtr0072959,FBpp0089312
M9PH19,msn-PF,FBgn0010909,FBtr0333362,FBpp0305554
Q7KV89,msn-PG,FBgn0010909,FBtr0333363,FBpp0305555
M9PBJ7,msn-PH,FBgn0010909,FBtr0333364,FBpp0305556
Q7KV90,msn-PI,FBgn0010909,FBtr0333365,FBpp0305557
M9NEY3,Spn-PB,FBgn0010905,FBtr0304613,FBpp0293155
M9NEY3,Spn-PC,FBgn0010905,FBtr0304614,FBpp0293156
H5V864,Spn-PD,FBgn0010905,FBtr0304615,FBpp0293157
M9NFI2,Spn-PE,FBgn0010905,FBtr0304616,FBpp0293158
M9ND28,Spn-PF,FBgn0010905,FBtr0304617,FBpp0293159
M9NEY5,Spn-PG,FBgn0010905,FBtr0304618,FBpp0293160
M9NEY3,Spn-PH,FBgn0010905,FBtr0304619,FBpp0293161
M9NDX8,Spn-PI,FBgn0010905,FBtr0304620,FBpp0293162
M9NFI9,Spn-PJ,FBgn0010905,FBtr0304621,FBpp0293163
Q9W003,Spn-PS,FBgn0010905,FBtr0345046,FBpp0311289
X2JC06,Spn-PT,FBgn0010905,FBtr0345047,FBpp0311290
Q8MRL6,CG32295-PA,FBgn0260480,FBtr0072962,FBpp0072832
Q7KV94,CG16758-PB,FBgn0035348,FBtr0072963,FBpp0072833
Q9W004,CG16758-PD,FBgn0035348,FBtr0072964,FBpp0072834
Q7KV91,CG16758-PE,FBgn0035348,FBtr0072965,FBpp0072835
Q7KV95,CG16758-PF,FBgn0035348,FBtr0072966,FBpp0072836
M9PE19,CG16758-PH,FBgn0035348,FBtr0331414,FBpp0303831
M9ND26,CG16758-PG,FBgn0035348,FBtr0306577,FBpp0297532
Q9W011,Cyp4d20-PA,FBgn0035344,FBtr0072967,FBpp0072837
Q9W012,CG16762-PA,FBgn0035343,FBtr0072968,FBpp0072838
Q9VZY0,Non2-PA,FBgn0035370,FBtr0072969,FBpp0072839
Q9VZX7,Atg2-PA,FBgn0044452,FBtr0072970,FBpp0072840
Q9VZX7,Atg2-PB,FBgn0044452,FBtr0333441,FBpp0305632
Q9VZX6,mRpS35-PA,FBgn0035374,FBtr0301626,FBpp0290840
Q6WV16,Pgant6-PA,FBgn0035375,FBtr0072972,FBpp0072842
Q6WV16,Pgant6-PB,FBgn0035375,FBtr0072973,FBpp0072843
Q6WV16,Pgant6-PC,FBgn0035375,FBtr0333442,FBpp0305633
Q9VZW8,Or63a-PA,FBgn0035382,FBtr0072977,FBpp0072847
E1JIA4,Or63a-PB,FBgn0035382,FBtr0301497,FBpp0290712
Q9VZW7,CPT2-PA,FBgn0035383,FBtr0072978,FBpp0072848
Q9VZW6,CG2113-PA,FBgn0035384,FBtr0072979,FBpp0072849
M9PH37,CG2113-PB,FBgn0035384,FBtr0332084,FBpp0304394
Q9VZW5,FMRFaR-PA,FBgn0035385,FBtr0072980,FBpp0072850
Q9VZW5,FMRFaR-PC,FBgn0035385,FBtr0340706,FBpp0309525
Q9VZW5,FMRFaR-PB,FBgn0035385,FBtr0332085,FBpp0304395
Q9VZW2,CG2162-PA,FBgn0035388,FBtr0072981,FBpp0072851
E1JIB4,CG2162-PE,FBgn0035388,FBtr0345028,FBpp0311278
Q8MRH9,CG2162-PF,FBgn0035388,FBtr0345029,FBpp0311279
Q9V3Q4,Jafrac2-PA,FBgn0040308,FBtr0072982,FBpp0072852
Q9V3Q4,Jafrac2-PB,FBgn0040308,FBtr0072983,FBpp0072853
Q9V3Q4,Jafrac2-PC,FBgn0040308,FBtr0332112,FBpp0304422
Q8I941,CG32485-PA,FBgn0052485,FBtr0072985,FBpp0072855
Q8I939,CG1271-PB,FBgn0035392,FBtr0072986,FBpp0072856
Q9VZV9,CG1271-PA,FBgn0035392,FBtr0072987,FBpp0072857
Q8I940,CG1271-PD,FBgn0035392,FBtr0072988,FBpp0072858
Q7KV84,CG1271-PC,FBgn0035392,FBtr0072989,FBpp0072859
Q9VZV8,CG16753-PA,FBgn0035393,FBtr0072990,FBpp0072860
Q9I7T8,PAN3-PD,FBgn0035397,FBtr0072995,FBpp0072865
Q9I7T8,PAN3-PA,FBgn0035397,FBtr0072996,FBpp0072866
Q7KV83,PAN3-PK,FBgn0035397,FBtr0072998,FBpp0072868
Q8IRE7,PAN3-PL,FBgn0035397,FBtr0072999,FBpp0072869
Q7KV83,PAN3-PM,FBgn0035397,FBtr0073000,FBpp0072870
Q7KV83,PAN3-PN,FBgn0035397,FBtr0073001,FBpp0072871
Q7KV83,PAN3-PF,FBgn0035397,FBtr0073002,FBpp0072872
Q7KV83,PAN3-PH,FBgn0035397,FBtr0073003,FBpp0072873
Q95RR8,PAN3-PG,FBgn0035397,FBtr0072991,FBpp0072861
Q7KV83,PAN3-PJ,FBgn0035397,FBtr0072992,FBpp0072862
Q9I7T8,PAN3-PB,FBgn0035397,FBtr0072993,FBpp0072863
Q9VZV3,PAN3-PC,FBgn0035397,FBtr0072994,FBpp0072864
A8JNJ2,PAN3-PO,FBgn0035397,FBtr0113129,FBpp0112042
Q8IRE7,PAN3-PP,FBgn0035397,FBtr0113130,FBpp0112043
Q7KV83,PAN3-PQ,FBgn0035397,FBtr0113131,FBpp0112044
Q8IRE7,PAN3-PR,FBgn0035397,FBtr0332113,FBpp0304423
Q9VZW1,scramb2-PA,FBgn0035390,FBtr0073005,FBpp0072875
Q9VZW3,aly-PA,FBgn0004372,FBtr0073006,FBpp0072876
Q9VZW3,aly-PB,FBgn0004372,FBtr0332086,FBpp0304396
Q9VZW4,CG32487-PA,FBgn0052487,FBtr0073007,FBpp0072877
Q8SXC9,CG32488-PA,FBgn0052488,FBtr0073008,FBpp0072878
Q8SXC9,CG32488-PB,FBgn0052488,FBtr0346075,FBpp0311913
Q8I942,CG32846-PA,FBgn0052846,FBtr0073009,FBpp0072879
M9MSK1,CG32846-PB,FBgn0052846,FBtr0304042,FBpp0293005
Q9VZX0,CG9970-PA,FBgn0035380,FBtr0073010,FBpp0072880
Q9VZX1,spz5-PA,FBgn0035379,FBtr0073011,FBpp0072881
Q9VZX8,CG12093-PA,FBgn0035372,FBtr0073015,FBpp0072885
Q9VZX9,AhcyL1-PA,FBgn0035371,FBtr0073016,FBpp0072886
Q9VZU8,Alg2-PA,FBgn0035401,FBtr0073023,FBpp0072887
Q9VZU3,CG15812-PA,FBgn0035405,FBtr0073027,FBpp0072891
Q86BP7,CG15812-PB,FBgn0035405,FBtr0073028,FBpp0072892
Q9VZU2,rasp-PA,FBgn0024194,FBtr0073029,FBpp0072893
Q8IRE5,CG32280-PA,FBgn0052280,FBtr0073030,FBpp0072894
Q8IRE5,CG32280-PB,FBgn0052280,FBtr0073031,FBpp0072895
Q8IRE5,CG32280-PC,FBgn0052280,FBtr0073032,FBpp0072896
Q8IRE5,CG32280-PD,FBgn0052280,FBtr0344220,FBpp0310626
Q9VZU0,CG32278-PA,FBgn0052278,FBtr0073033,FBpp0072897
Q8IRE4,CG32281-PA,FBgn0052281,FBtr0073034,FBpp0072898
Q8MS92,CG32284-PA,FBgn0052284,FBtr0073037,FBpp0072901
Q9VZT6,CG14957-PA,FBgn0035412,FBtr0073038,FBpp0072902
Q9VZT5,CG14958-PA,FBgn0035413,FBtr0073039,FBpp0072903
P02828,Hsp83-PA,FBgn0001233,FBtr0073040,FBpp0072904
P02828,Hsp83-PB,FBgn0001233,FBtr0332873,FBpp0305095
Q9VZS6,nSMase-PA,FBgn0035421,FBtr0073043,FBpp0072907
Q9VZS3,eIF1-PA,FBgn0035423,FBtr0073044,FBpp0072908
A0A0H4YFU3,Larp4B-PA,FBgn0035424,FBtr0073045,FBpp0072909
Q9I7T7,Larp4B-PB,FBgn0035424,FBtr0073046,FBpp0072910
A0A0H4YFU3,Larp4B-PD,FBgn0035424,FBtr0308061,FBpp0300406
Q7KV71,ckd-PC,FBgn0035427,FBtr0073050,FBpp0072914
Q7KV71,ckd-PD,FBgn0035427,FBtr0331457,FBpp0303874
Q7KV71,ckd-PE,FBgn0035427,FBtr0331458,FBpp0303875
Q9VZR8,CG14960-PA,FBgn0035428,FBtr0073051,FBpp0072915
Q9VZR7,CG12017-PA,FBgn0035429,FBtr0073052,FBpp0072916
M9NFK8,CG12017-PB,FBgn0035429,FBtr0308311,FBpp0300630
M9ND35,CG12017-PC,FBgn0035429,FBtr0308312,FBpp0300631
M9NEZ6,CG12017-PD,FBgn0035429,FBtr0308313,FBpp0300632
Q9VZR6,CG12009-PA,FBgn0035430,FBtr0073053,FBpp0072917
M9NDG5,CG12009-PB,FBgn0035430,FBtr0308314,FBpp0300633
Q7K3K5,ZnT63C-PA,FBgn0035432,FBtr0073054,FBpp0072918
Q7K3K5,ZnT63C-PB,FBgn0035432,FBtr0073055,FBpp0072919
Q7K3K5,ZnT63C-PC,FBgn0035432,FBtr0073056,FBpp0072920
Q7K3K5,ZnT63C-PD,FBgn0035432,FBtr0073057,FBpp0072921
Q7K3K5,ZnT63C-PE,FBgn0035432,FBtr0073058,FBpp0072922
M9PEG6,ZnT63C-PF,FBgn0035432,FBtr0330103,FBpp0303136
Q7K3K5,ZnT63C-PG,FBgn0035432,FBtr0330104,FBpp0303137
Q7YXH9,Drsl2-PA,FBgn0052279,FBtr0073059,FBpp0072923
Q8IRD7,Drsl3-PA,FBgn0052283,FBtr0073060,FBpp0072924
Q8IRD6,Drsl4-PA,FBgn0052282,FBtr0073061,FBpp0072925
Q9VZR2,Drsl5-PA,FBgn0035434,FBtr0073062,FBpp0072926
Q9VZR0,CG12016-PA,FBgn0035436,FBtr0073063,FBpp0072927
Q9VZR0,CG12016-PB,FBgn0035436,FBtr0073064,FBpp0072928
Q8IRD4,PHGPx-PC,FBgn0035438,FBtr0073066,FBpp0072930
Q9VZQ8,PHGPx-PA,FBgn0035438,FBtr0073067,FBpp0072931
Q8IRD3,PHGPx-PD,FBgn0035438,FBtr0073068,FBpp0072932
Q9VZQ7,CG14961-PA,FBgn0035439,FBtr0073069,FBpp0072933
Q9VZQ3,kst-PA,FBgn0004167,FBtr0073070,FBpp0072934
Q7KV69,kst-PB,FBgn0004167,FBtr0073071,FBpp0089203
Q7KV70,kst-PC,FBgn0004167,FBtr0073072,FBpp0089204
Q9VZQ3,kst-PF,FBgn0004167,FBtr0303857,FBpp0292863
A8JNJ6,kst-PE,FBgn0004167,FBtr0300017,FBpp0289294
M9PBL6,kst-PG,FBgn0004167,FBtr0332056,FBpp0304366
Q7KV70,kst-PH,FBgn0004167,FBtr0332057,FBpp0304367
Q8IRD1,CG12010-PB,FBgn0035443,FBtr0073075,FBpp0072937
Q9VZP9,CG12012-PA,FBgn0035444,FBtr0073076,FBpp0072938
Q1ECB1,CG12012-PB,FBgn0035444,FBtr0300749,FBpp0289973
Q9VZP9,CG12012-PC,FBgn0035444,FBtr0346532,FBpp0312150
Q9VZP8,Ids-PA,FBgn0035445,FBtr0073077,FBpp0072939
Q9VZQ1,Ythdc1-PA,FBgn0027616,FBtr0073078,FBpp0072940
Q8IRD2,Ythdc1-PB,FBgn0027616,FBtr0073079,FBpp0072941
Q9VZQ4,Drsl6-PA,FBgn0052268,FBtr0073080,FBpp0072942
Q9VZQ5,Drsl1-PA,FBgn0052274,FBtr0073081,FBpp0072943
Q95SH7,CG14969-PA,FBgn0035440,FBtr0073082,FBpp0072944
Q9VZQ9,Strip-PA,FBgn0035437,FBtr0073083,FBpp0072945
Q8IRD5,Strip-PB,FBgn0035437,FBtr0073084,FBpp0072946
Q9VZQ9,Strip-PC,FBgn0035437,FBtr0332058,FBpp0304368
Q9VZR1,PIG-C-PB,FBgn0035435,FBtr0300753,FBpp0289977
FBpp0422629,PIG-C-PC,FBgn0035435,FBtr0472668,FBpp0422629
Q9VZR5,CG14968-PB,FBgn0035431,FBtr0073086,FBpp0072948
Q9VZR5,CG14968-PC,FBgn0035431,FBtr0073087,FBpp0072949
Q9VZR5,CG14968-PD,FBgn0035431,FBtr0073088,FBpp0072950
Q9VZR5,CG14968-PE,FBgn0035431,FBtr0073089,FBpp0072951
Q9VZR5,CG14968-PA,FBgn0035431,FBtr0073090,FBpp0072952
Q9VZS1,CG17746-PA,FBgn0035425,FBtr0073093,FBpp0072955
Q9VZS1,CG17746-PB,FBgn0035425,FBtr0073094,FBpp0072956
Q9VZS5,RpL28-PB,FBgn0035422,FBtr0073095,FBpp0072957
Q9VZS5,RpL28-PA,FBgn0035422,FBtr0073097,FBpp0072959
Q9VZS5,RpL28-PD,FBgn0035422,FBtr0073098,FBpp0072960
Q9VZS5,RpL28-PE,FBgn0035422,FBtr0302300,FBpp0291506
Q9VZS5,RpL28-PF,FBgn0035422,FBtr0302301,FBpp0291507
Q9VZS5,RpL28-PG,FBgn0035422,FBtr0306567,FBpp0297522
Q9VZS7,hob-PB,FBgn0035420,FBtr0302302,FBpp0291508
Q9VZS7,hob-PC,FBgn0035420,FBtr0346807,FBpp0312382
Q9VZS9,CG33160-PA,FBgn0053160,FBtr0073102,FBpp0072964
Q8IRE1,CG32277-PA,FBgn0052277,FBtr0073103,FBpp0072965
Q9VZT0,CG33159-PA,FBgn0053159,FBtr0073104,FBpp0072966
Q8IRE2,CG32271-PA,FBgn0052271,FBtr0073105,FBpp0072967
Q8SYY6,CG32276-PA,FBgn0047135,FBtr0073106,FBpp0072968
Q8SYY6,CG32276-PB,FBgn0047135,FBtr0073107,FBpp0072969
Q9VZT2,CG14966-PA,FBgn0035415,FBtr0073108,FBpp0072970
Q960J7,CG14965-PA,FBgn0035414,FBtr0073109,FBpp0072971
Q9VZT8,MnM-PB,FBgn0035410,FBtr0307018,FBpp0297861
Q9VZT9,CG14963-PA,FBgn0035409,FBtr0073111,FBpp0072973
Q9VZU1,Asciz-PA,FBgn0035407,FBtr0073112,FBpp0072974
Q9VZU1,Asciz-PB,FBgn0035407,FBtr0329990,FBpp0303025
Q9VZU7,Usp5-PA,FBgn0035402,FBtr0073114,FBpp0072976
