	uniprot	flybase
2366	Q9W0G1	FBgn0267487
2367	P02574	FBgn0000045
2368	E1JHT4	FBgn0031636
2369	Q9VR34	FBgn0031636
2370	Q9VHB1	FBgn0037715
2371	A0A0B4K663	FBgn0262527
2372	A0A0B4K690	FBgn0262527
2373	A0A0B4K6I8	FBgn0262527
2374	A0A0B4K6Z4	FBgn0262527
2375	A4V2Z1	FBgn0262527
2376	E1JIM0	FBgn0262527
2377	E1JIM1	FBgn0262527
2378	E2QD16	FBgn0262527
2379	Q0KI68	FBgn0262527
2380	A1Z892	FBgn0033520
2381	A1Z893	FBgn0033521
2382	Q9VPT9	FBgn0031285
2383	M9PC20	FBgn0028572
2384	Q7KTP6	FBgn0028572
2385	Q8IPL0	FBgn0028572
2386	Q9VMU5	FBgn0028572
2387	Q9VMU5	FBgn0028572
2388	M9NDI3	FBgn0032005
2389	Q9VLQ9	FBgn0032005
2390	Q9VAW3	FBgn0039580
2391	Q9VS41	FBgn0035756
2392	Q9VGW7	FBgn0037834
2393	M9MRD1	FBgn0261836
2394	M9PC84	FBgn0261836
2395	Q9VPB6	FBgn0037022
2396	Q9I7T7	FBgn0035424
2397	Q9I7T7	FBgn0035424
2398	M9PBW9	FBgn0260442
2399	M9PEJ8	FBgn0260442
2400	Q9VSL8	FBgn0260442
2401	Q9VH95	FBgn0037728
2402	A0A0B4KHJ5	FBgn0266064
2403	Q9VFC8	FBgn0266064
2404	A1ZAB5	FBgn0034087
2405	Q9VMI5	FBgn0031769
2406	M9PGE8	FBgn0263772
2407	M9PGM4	FBgn0263772
2408	M9PH00	FBgn0263772
2409	M9PJ12	FBgn0263772
2410	Q9W4N4	FBgn0263772
2411	X2JCH4	FBgn0263772
2412	Q94883	FBgn0015664
2413	Q95U32	FBgn0051344
2414	Q9VHA0	FBgn0003334
2415	O96299	FBgn0022359
2416	M9NFA7	FBgn0030809
2417	A0A0B4K7E3	FBgn0034789
2418	A0A6M3Q9L5	FBgn0034789
2419	Q0E8Y1	FBgn0034789
2420	Q9W1Y3	FBgn0034789
2421	Q86BM5	FBgn0027932
2422	Q7KMM4	FBgn0027588
2423	D4G7B1	FBgn0020415
2424	Q9V3D4	FBgn0020415
2425	A0A0B4J3Z9	FBgn0039140
2426	A0A0B4KGW0	FBgn0039140
2427	Q8IMX7	FBgn0039140
2428	M9PB01	FBgn0031374
2429	Q0E8U7	FBgn0031374
2430	P08510	FBgn0003380
2431	Q7K0P0	FBgn0028424
2432	Q7JYX5	FBgn0266186
2433	Q9VLP5	FBgn0032018
2434	A0A0B4KF86	FBgn0034110
2435	Q7JQL5	FBgn0034110
2436	E1JI73	FBgn0035917
2437	E1JI74	FBgn0035917
2438	E1JI76	FBgn0035917
2439	Q058U1	FBgn0035917
2440	Q7KUB5	FBgn0035917
2441	Q86BH5	FBgn0035917
2442	Q86BH6	FBgn0035917
2443	Q8IQB4	FBgn0035917
2444	Q95TZ7	FBgn0035917
2445	Q9VSN0	FBgn0035917
2446	Q9VSN2	FBgn0035917
2447	Q24491	FBgn0011305
2448	Q8SYR3	FBgn0011305
2449	Q9W2V2	FBgn0052683
2450	Q9V8M5	FBgn0034390
2451	Q9VCZ9	FBgn0038975
2452	Q7JY94	FBgn0034366
2453	M9PEQ4	FBgn0036043
2454	Q7KUD6	FBgn0036043
2455	Q7KUD7	FBgn0036043
2456	Q8IQD6	FBgn0036043
2457	Q9VT48	FBgn0036043
2458	M9MS14	FBgn0025631
2459	A0A4D6K4X7	FBgn0035649
2460	Q9VRR2	FBgn0035649
2461	Q9VE51	FBgn0261065
2462	A0A0B4JD38	FBgn0261698
2463	A0A0B4K738	FBgn0261698
2464	A0A0B4KEJ9	FBgn0261698
2465	A0A0B4KEQ3	FBgn0261698
2466	A0A0B4KF87	FBgn0261698
2467	A0A0B4KFK3	FBgn0261698
2468	A0A0C4DHC4	FBgn0261698
2469	A8DY93	FBgn0261698
2470	A8DY94	FBgn0261698
2471	Q9V3V6	FBgn0028684
2472	A8JNU1	FBgn0263131
2473	Q9VA70	FBgn0039774
2474	Q7JW12	FBgn0034455
2475	Q9VG24	FBgn0038087
2476	Q9VW22	FBgn0260655
2477	A0A0B4K859	FBgn0033766
2478	A0A0B4K859	FBgn0033766
2479	Q9VM50	FBgn0031882
2480	Q7PL91	FBgn0085736
2481	Q7PL91	FBgn0058002
2482	Q9XZ14	FBgn0027528
2483	X2JFT2	FBgn0027528
2484	Q9VYU9	FBgn0030332
2485	M9PCD4	FBgn0046704
2486	M9PCR7	FBgn0046704
2487	Q9VM93	FBgn0046704
2488	A8DYR2	FBgn0085409
2489	R9PY37	FBgn0085409
2490	M9PHK2	FBgn0031030
2491	Q0KHQ5	FBgn0031030
2492	Q9VEN6	FBgn0038474
2493	M9PJA1	FBgn0263993
2494	Q9VTY2	FBgn0036290
2495	Q0KI69	FBgn0038311
2496	Q9VFA3	FBgn0038311
2497	Q9W3P7	FBgn0029962
2498	Q9VCP0	FBgn0039066
2499	Q9VCP0	FBgn0039066
2500	Q7K0E6	FBgn0002069
2501	M9PGC1	FBgn0264598
2502	M9PGV0	FBgn0264598
2503	Q7KVY9	FBgn0264598
2504	Q9W4Z0	FBgn0264598
2505	A1ZAT5	FBgn0034223
2506	Q9VG04	FBgn0038110
2507	A0A0B4KFF6	FBgn0028408
2508	A8DY77	FBgn0028408
2509	Q7K304	FBgn0028408
2510	M9MS31	FBgn0261549
2511	M9PH20	FBgn0261549
2512	Q09103	FBgn0261549
2513	Q09103	FBgn0261549
2514	A1ZBH2	FBgn0034419
2515	A1ZBH3	FBgn0034419
2516	Q9VWI2	FBgn0031020
2517	Q9VJH8	FBgn0040260
2518	A0A0B4JCT6	FBgn0027596
2519	A0A0B4JD54	FBgn0027596
2520	A0A0B4KF63	FBgn0027596
2521	A1Z9W5	FBgn0027596
2522	A1Z9W7	FBgn0027596
2523	A8DYE0	FBgn0027596
2524	E1JH70	FBgn0027596
2525	Q7KMM8	FBgn0027596
2526	A0A0B4LG19	FBgn0034420
2527	B7YZL1	FBgn0034420
2528	B7YZL3	FBgn0034420
2529	B7YZL5	FBgn0034420
2530	B7YZL6	FBgn0034420
2531	B7YZL7	FBgn0034420
2532	B7YZL8	FBgn0034420
2533	Q0E919	FBgn0034420
2534	Q7YTZ4	FBgn0034420
2535	A1Z814	FBgn0033463
2536	D0IQJ8	FBgn0004179
2537	M9PG83	FBgn0004179
2538	Q9VAI9	FBgn0039682
2539	Q9VWI6	FBgn0031016
2540	M9PBZ2	FBgn0010263
2541	Q24474	FBgn0010263
2542	Q9VQJ0	FBgn0010263
2543	O77237	FBgn0025574
2544	P45889	FBgn0011745
2545	A4V0U4	FBgn0032721
2546	Q9VJ39	FBgn0032721
2547	Q24048	FBgn0015777
2548	Q9Y166	FBgn0027610
2549	Q7K1I4	FBgn0029508
2550	P83097	FBgn0046685
2551	Q9I7U4	FBgn0086906
2552	Q9I7U4	FBgn0086906
2553	Q9I7U4	FBgn0086906
2554	Q9I7U4	FBgn0086906
2555	M9PFD6	FBgn0015558
2556	M9PI39	FBgn0015558
2557	Q9U6L4	FBgn0015558
2558	Q9VNT8	FBgn0037167
2559	M9PDV6	FBgn0264606
2560	M9PE32	FBgn0264606
2561	Q86BP1	FBgn0038326
2562	Q960K8	FBgn0038326
2563	P50536	FBgn0002775
2564	Q9Y162	FBgn0283469
2565	Q9VH81	FBgn0005777
2566	Q9W0Y1	FBgn0035083
2567	Q9VDI6	FBgn0038828
2568	Q9VZV5	FBgn0266918
2569	M9MSL0	FBgn0260965
2570	Q9VU16	FBgn0260965
2571	A1ZBR2	FBgn0287775
2572	Q9VZF1	FBgn0035519
2573	Q9VKD3	FBgn0032393
2574	Q7K126	FBgn0033029
2575	Q05856	FBgn0262601
2576	M9PI89	FBgn0025455
2577	O96433	FBgn0025455
2578	Q9V4A1	FBgn0039925
2579	P82890	FBgn0040077
2580	Q9VRX2	FBgn0035704
2581	Q7KSP6	FBgn0025802
2582	Q9VGH9	FBgn0025802
2583	Q9I7T5	FBgn0035473
2584	Q9VZL1	FBgn0035473
2585	A0A0B4KF15	FBgn0050361
2586	A1Z7F4	FBgn0050361
2587	B7YZT0	FBgn0050361
2588	Q961B9	FBgn0036579
2589	Q7K204	FBgn0037081
2590	Q9VHW1	FBgn0037546
2591	L0MQ08	FBgn0039928
2592	Q9V498	FBgn0039928
2593	Q9VN80	FBgn0037294
2594	M9PFS0	FBgn0021796
2595	Q9VK45	FBgn0021796
2596	P35128	FBgn0000173
2597	Q7JPB9	FBgn0003353
2598	Q9VWE8	FBgn0031050
2599	M9MSA6	FBgn0000535
2600	M9PHM3	FBgn0000535
2601	Q0KHS8	FBgn0000535
2602	Q9VH25	FBgn0266721
2603	P04052	FBgn0003277
2604	A8QI34	FBgn0267363
2605	O16130	FBgn0023170
2606	A1ZAK3	FBgn0026533
2607	A1ZAK4	FBgn0026533
2608	Q8T0D3	FBgn0026533
2609	Q9VHJ2	FBgn0037648
2610	Q9VLY1	FBgn0031940
2611	Q8MSV2	FBgn0052423
2612	Q8MSV2	FBgn0052423
2613	Q8MSV2	FBgn0052423
2614	Q8MSV2	FBgn0052423
2615	Q8MSV2	FBgn0052423
2616	Q8MSV2	FBgn0052423
2617	Q7KSN8	FBgn0051368
2618	Q9VGG9	FBgn0051368
2619	B7Z067	FBgn0259174
2620	B7Z068	FBgn0259174
2621	M9PFK2	FBgn0259174
2622	M9PFY9	FBgn0259174
2623	Q8IQR5	FBgn0259174
2624	Q9VVI3	FBgn0259174
2625	Q9VVI3	FBgn0259174
2626	Q9VVI3	FBgn0259174
2627	Q9VVI3	FBgn0259174
2628	Q9VK06	FBgn0051729
2629	A0A0B4KF57	FBgn0037218
2630	A0A0B4KG14	FBgn0037218
2631	Q9VMY8	FBgn0037218
2632	Q9V6U9	FBgn0033883
2633	Q8IP51	FBgn0261563
2634	R9PY40	FBgn0261563
2635	Q9VLM8	FBgn0027094
2636	Q9VSI1	FBgn0035878
2637	Q9VHR2	FBgn0266801
2638	Q9NGK5	FBgn0031866
2639	Q9V3D2	FBgn0021944
2640	M9PCV2	FBgn0260943
2641	Q9VVE5	FBgn0260943
2642	Q9VVE5	FBgn0260943
2643	Q9W0F7	FBgn0035216
2644	A0A0B4JD07	FBgn0020621
2645	A0A0B4K6U3	FBgn0020621
2646	A0A0B4K727	FBgn0020621
2647	A0A0B4LEI8	FBgn0020621
2648	A0A0B4LEY5	FBgn0020621
2649	A0A0B4LF03	FBgn0020621
2650	A0A0B4LFX2	FBgn0020621
2651	A1Z7T0	FBgn0020621
2652	A1Z7T1	FBgn0020621
2653	A1Z7T2	FBgn0020621
2654	A1Z7T3	FBgn0020621
2655	A8DY76	FBgn0020621
2656	E1JH15	FBgn0020621
2657	Q9VR91	FBgn0031107
2658	Q9W369	FBgn0086367
2659	P13469	FBgn0002780
2660	Q7KUK9	FBgn0036454
2661	B7Z010	FBgn0000256
2662	B7Z011	FBgn0000256
2663	Q9VPX2	FBgn0031307
2664	Q7K483	FBgn0039741
2665	A0A0C4DHM8	FBgn0263780
2666	P16914	FBgn0260400
2667	P16914	FBgn0260400
2668	M9NF13	FBgn0260657
2669	Q9VZA4	FBgn0260657
2670	Q9VZA4	FBgn0260657
2671	Q8IRD5	FBgn0035437
2672	Q9VZQ9	FBgn0035437
2673	B7YZN0	FBgn0010415
2674	E1JGQ9	FBgn0010415
2675	A0A0B4KH28	FBgn0053094
2676	Q9VDI1	FBgn0053094
2677	Q8SX68	FBgn0034308
2678	E1JHY0	FBgn0036211
2679	Q0E8F4	FBgn0036211
2680	Q0E8F5	FBgn0036211
2681	Q4LDP7	FBgn0036211
2682	Q9I7R1	FBgn0036211
2683	X2JGK6	FBgn0036211
2684	Q9VWF0	FBgn0031048
2685	P40945	FBgn0013749
2686	Q9VNW6	FBgn0037146
2687	Q59DP9	FBgn0259214
2688	A0A0B4K6D5	FBgn0053208
2689	A0A0B4K703	FBgn0053208
2690	A0A126GUS4	FBgn0053208
2691	A0A126GUS6	FBgn0053208
2692	Q86BA1	FBgn0053208
2693	Q86BA1	FBgn0053208
2694	Q86BA1	FBgn0053208
2695	Q9VJ43	FBgn0015808
2696	Q9VY33	FBgn0052600
2697	Q9V475	FBgn0261268
2698	Q8I8U7	FBgn0053554
2699	Q8I8U7	FBgn0053554
2700	Q9V416	FBgn0028879
2701	X2JE80	FBgn0028879
2702	A0A6F7R657	FBgn0027492
2703	Q9VB23	FBgn0027492
2704	Q9VUQ5	FBgn0087035
2705	Q9VUQ5	FBgn0087035
2706	Q9VCA2	FBgn0019952
2707	Q7PLI0	FBgn0260799
2708	Q9VKJ6	FBgn0027582
2709	Q9VY48	FBgn0030552
2710	Q8IQH6	FBgn0036316
2711	A0A0B4KHD2	FBgn0264324
2712	B7Z0R2	FBgn0264324
2713	Q9VAS8	FBgn0264324
2714	A0A0B4JCZ0	FBgn0261550
2715	Q9I7V7	FBgn0043070
2716	Q7JUS9	FBgn0034497
2717	Q9VC19	FBgn0039240
2718	Q9VC20	FBgn0039240
2719	P18053	FBgn0261394
2720	Q24388	FBgn0002565
2721	Q9W4K1	FBgn0003210
2722	P22817	FBgn0001247
2723	A1Z936	FBgn0033762
2724	Q9XZ68	FBgn0028970
2725	Q7K3J0	FBgn0284436
2726	Q9VXZ2	FBgn0030603
2727	A8JV09	FBgn0029903
2728	D6W4T8	FBgn0029903
2729	Q8IP94	FBgn0027081
2730	Q9VKB0	FBgn0027081
2731	Q9W278	FBgn0034707
2732	Q9V405	FBgn0028686
2733	Q9VPJ0	FBgn0031217
2734	A0A0B4LFX8	FBgn0020306
2735	Q8MLW2	FBgn0020306
2736	Q9NDJ2	FBgn0020306
2737	Q9NDJ2	FBgn0020306
2738	Q7K284	FBgn0033842
2739	Q9W261	FBgn0034722
2740	Q9VR59	FBgn0027279
2741	P34082	FBgn0000635
2742	A0A1F4	FBgn0031414
2743	Q0E8F2	FBgn0052103
2744	Q9VYY4	FBgn0030304
2745	A0A0B4K5Z8	FBgn0262125
2746	A0A0B4K6T4	FBgn0262125
2747	Q9VNF8	FBgn0262125
2748	A0A126GUQ4	FBgn0037440
2749	Q0KIA8	FBgn0037440
2750	Q9VI16	FBgn0037440
2751	Q9VF20	FBgn0038376
2752	Q9VV52	FBgn0036624
2753	Q9VB20	FBgn0039528
2754	Q9VTB0	FBgn0036096
2755	Q9VFD9	FBgn0038282
2756	Q24314	FBgn0000482
2757	Q9V3J8	FBgn0040066
2758	M9MRM3	FBgn0032264
2759	M9PCU5	FBgn0032264
2760	Q9VKT9	FBgn0032264
2761	Q9VB74	FBgn0039488
2762	Q9VLX2	FBgn0031947
2763	E2QCS8	FBgn0031390
2764	M9PE28	FBgn0031390
2765	Q9VQ76	FBgn0031390
2766	Q9VR48	FBgn0031649
2767	Q9VJX8	FBgn0032524
2768	P48555	FBgn0015286
2769	Q962I2	FBgn0015286
2770	H9XVM6	FBgn0024811
2771	Q9XYM0	FBgn0024811
2772	Q9VDV2	FBgn0038723
2773	Q9VTU2	FBgn0011455
2774	Q7JWF1	FBgn0286783
2775	P19334	FBgn0003861
2776	Q59E37	FBgn0052547
2777	M9PFF1	FBgn0020655
2778	Q9VTX5	FBgn0020655
2779	Q9VWA1	FBgn0024814
2780	Q7K127	FBgn0034117
2781	Q9VQN9	FBgn0031520
2782	Q9VPM7	FBgn0086855
2783	Q8IPQ6	FBgn0037329
2784	Q9VNC0	FBgn0037329
2785	Q867Z4	FBgn0283521
2786	A0A4D6K4F6	FBgn0030151
2787	Q8SWU7	FBgn0030151
2788	Q9VNA4	FBgn0037313
2789	Q5BIA9	FBgn0033924
2790	D3DML3	FBgn0044323
2791	M9NEC0	FBgn0044323
2792	M9PF42	FBgn0044323
2793	Q9VLT9	FBgn0044323
2794	Q9V4A7	FBgn0025740
2795	Q7JVH6	FBgn0033101
2796	Q9W125	FBgn0035046
2797	Q9VNH5	FBgn0037372
2798	A1Z7U1	FBgn0033405
2799	Q9W437	FBgn0029840
2800	Q86BS3	FBgn0044324
2801	Q7KLW9	FBgn0261119
2802	Q7JR58	FBgn0033879
2803	B7Z0Z2	FBgn0285944
2804	M9MS61	FBgn0285944
2805	M9MS65	FBgn0285944
2806	M9MS66	FBgn0285944
2807	M9MS69	FBgn0285944
2808	M9MS71	FBgn0285944
2809	M9MS73	FBgn0285944
2810	M9MS75	FBgn0285944
2811	M9MS78	FBgn0285944
2812	M9MS79	FBgn0285944
2813	M9MS83	FBgn0285944
2814	M9MS84	FBgn0285944
2815	M9MS87	FBgn0285944
2816	M9MS88	FBgn0285944
2817	M9MS91	FBgn0285944
2818	M9MS92	FBgn0285944
2819	M9MS95	FBgn0285944
2820	M9MS96	FBgn0285944
2821	M9MSA0	FBgn0285944
2822	M9MSA3	FBgn0285944
2823	M9MSB4	FBgn0285944
2824	M9MSB8	FBgn0285944
2825	M9MSC3	FBgn0285944
2826	M9MSC7	FBgn0285944
2827	M9MSD2	FBgn0285944
2828	M9MSD5	FBgn0285944
2829	M9MSD6	FBgn0285944
2830	M9MSD7	FBgn0285944
2831	M9MSD8	FBgn0285944
2832	M9MSE0	FBgn0285944
2833	M9MSE1	FBgn0285944
2834	M9MSE2	FBgn0285944
2835	M9MSE4	FBgn0285944
2836	M9MSE6	FBgn0285944
2837	M9MSE7	FBgn0285944
2838	M9MSE9	FBgn0285944
2839	M9MSF1	FBgn0285944
2840	M9MSF2	FBgn0285944
2841	M9MSP1	FBgn0285944
2842	M9MSP2	FBgn0285944
2843	M9MSP3	FBgn0285944
2844	M9MSP4	FBgn0285944
2845	M9MSP5	FBgn0285944
2846	M9MSP6	FBgn0285944
2847	M9MSP7	FBgn0285944
2848	M9MSP9	FBgn0285944
2849	M9MSQ0	FBgn0285944
2850	M9PJP5	FBgn0285944
2851	P35500	FBgn0285944
2852	P35500	FBgn0285944
2853	P35500	FBgn0285944
2854	P35500	FBgn0285944
2855	P35500	FBgn0285944
2856	P35500	FBgn0285944
2857	P35500	FBgn0285944
2858	P35500	FBgn0285944
2859	X2JFE8	FBgn0285944
2860	B7Z0Q4	FBgn0250757
2861	Q9VWB0	FBgn0288469
2862	A0A0B4LF95	FBgn0261625
2863	A0A0B4LGA3	FBgn0261625
2864	A1Z942	FBgn0261625
2865	A1Z943	FBgn0261625
2866	A1Z944	FBgn0261625
2867	E1JH47	FBgn0261625
2868	Q0E9A1	FBgn0261625
2869	Q1RL13	FBgn0261625
2870	Q7JQK6	FBgn0261625
2871	Q961I1	FBgn0261625
2872	Q9VBU5	FBgn0039304
2873	Q9VSK4	FBgn0035896
2874	O02649	FBgn0015245
2875	A0A0B4K6K8	FBgn0011666
2876	A0A0B4KGY9	FBgn0011666
2877	A0A0B4KHV4	FBgn0011666
2878	Q8IMS8	FBgn0011666
2879	Q9VBQ1	FBgn0011666
2880	Q9VSM9	FBgn0035918
2881	A0A0B4KF65	FBgn0051522
2882	Q8IPL8	FBgn0051522
2883	Q9VN29	FBgn0051522
2884	P18931	FBgn0262952
2885	B7YZV1	FBgn0264815
2886	B7YZV2	FBgn0264815
2887	M9PDA0	FBgn0264815
2888	Q7K1C3	FBgn0034191
2889	Q9W351	FBgn0030122
2890	A1Z7V8	FBgn0033426
2891	A1Z7V9	FBgn0033426
2892	Q7K3S2	FBgn0033426
2893	Q7JXZ2	FBgn0000566
2894	A1Z824	FBgn0033469
2895	Q2MGK7	FBgn0053995
2896	A0A0B4KEI5	FBgn0033062
2897	Q9V9K7	FBgn0033062
2898	Q9VJ74	FBgn0032690
2899	A1ZBL7	FBgn0260934
2900	Q9VF86	FBgn0038321
2901	A0A6H2EFK5	FBgn0266019
2902	Q9VYU0	FBgn0266019
2903	Q59DX2	FBgn0266756
2904	Q9W0M0	FBgn0035169
2905	M9PBI9	FBgn0086906
2906	M9PBJ0	FBgn0086906
2907	M9PDS3	FBgn0086906
2908	M9PDZ6	FBgn0086906
2909	M9PDZ9	FBgn0086906
2910	M9PEA0	FBgn0086906
2911	M9PGY4	FBgn0086906
2912	H5V864	FBgn0010905
2913	M9NDX8	FBgn0010905
2914	M9NEY3	FBgn0010905
2915	M9NEY5	FBgn0010905
2916	M9NFI9	FBgn0010905
2917	Q9W003	FBgn0010905
2918	Q9VTG0	FBgn0260795
2919	Q9VUH6	FBgn0036448
2920	E2QD98	FBgn0261873
2921	M9NEZ2	FBgn0261873
2922	M9PJD0	FBgn0261873
2923	Q9VTW6	FBgn0036277
2924	Q9VI66	FBgn0051248
2925	A0A0B4KHU1	FBgn0026056
2926	Q9VDG2	FBgn0026056
2927	Q9VYY9	FBgn0262740
2928	Q9VYY9	FBgn0262740
2929	A1Z6Z8	FBgn0261397
2930	A1Z6Z9	FBgn0261397
2931	B7YZL9	FBgn0020440
2932	Q8MSW0	FBgn0027086
2933	P41375	FBgn0004926
2934	B6IDZ4	FBgn0083975
2935	A0A0B4KHL2	FBgn0028968
2936	Q8I0G5	FBgn0028968
2937	Q8I0G5	FBgn0028968
2938	Q8I0G5	FBgn0028968
2939	O62531	FBgn0024833
2940	A1Z9N7	FBgn0263397
2941	A1Z9N8	FBgn0263397
2942	B7YZE7	FBgn0263397
2943	B7YZE8	FBgn0263397
2944	Q9VHV5	FBgn0037551
2945	A0A4D6K4K0	FBgn0030701
2946	Q9VXM6	FBgn0030701
2947	X2JFM8	FBgn0030701
2948	Q9VWI0	FBgn0031021
2949	A0A0B4KGK0	FBgn0086768
2950	Q27869	FBgn0086768
2951	Q9VPD3	FBgn0287585
2952	Q9VPD3	FBgn0287585
2953	Q9VNC7	FBgn0051547
2954	A0A4D6K1U1	FBgn0263111
2955	A0A4D6K2Y1	FBgn0263111
2956	A0A4D6K2Y3	FBgn0263111
2957	P91645	FBgn0263111
2958	P91645	FBgn0263111
2959	P91645	FBgn0263111
2960	Q59E50	FBgn0263111
2961	Q59E51	FBgn0263111
2962	A0A0B4KEE1	FBgn0010548
2963	A0A0B4KEL0	FBgn0010548
2964	A0A0B4KF99	FBgn0010548
2965	A0A0C4DHC8	FBgn0010548
2966	A0A0C4FEI5	FBgn0010548
2967	A1Z6Z3	FBgn0010548
2968	A1Z6Z4	FBgn0010548
2969	A4UZ69	FBgn0010548
2970	Q7JR61	FBgn0010548
2971	Q7KTI1	FBgn0032036
2972	Q8MSR2	FBgn0032036
2973	Q9VLM3	FBgn0032036
2974	Q9VLM4	FBgn0032036
2975	Q9VMB6	FBgn0263916
2976	A0A0B4KHX3	FBgn0002413
2977	Q5BIE4	FBgn0034394
2978	Q7JRA7	FBgn0034394
2979	Q7KNF2	FBgn0005648
2980	Q8IR23	FBgn0003969
2981	Q9W074	FBgn0042712
2982	M9PGB6	FBgn0037087
2983	Q9VP29	FBgn0037087
2984	Q9W462	FBgn0029819
2985	Q7JQX9	FBgn0264357
2986	Q9VDD2	FBgn0264357
2987	A0A0B4K634	FBgn0085413
2988	A0A0B4K6B6	FBgn0085413
2989	A0A0B4LHW4	FBgn0085413
2990	A8JQ65	FBgn0085413
2991	E2QD61	FBgn0085413
2992	Q9W2E8	FBgn0034645
2993	A0A6H2EFI6	FBgn0026086
2994	M9NEQ7	FBgn0026086
2995	M9NFQ6	FBgn0026086
2996	M9NFQ8	FBgn0026086
2997	Q9NII1	FBgn0026086
2998	Q9NII1	FBgn0026086
2999	Q9NII1	FBgn0026086
3000	Q9NII1	FBgn0026086
3001	Q9NII1	FBgn0026086
3002	Q9NII1	FBgn0026086
3003	Q9NII1	FBgn0026086
3004	Q7K2X8	FBgn0033247
3005	A0A0B4KHD0	FBgn0038653
3006	A0A0B4KHQ6	FBgn0038653
3007	Q9VE32	FBgn0038653
3008	Q8T060	FBgn0036515
3009	Q9VUR3	FBgn0036515
3010	Q9W3G3	FBgn0030033
3011	Q9VN44	FBgn0087013
3012	P18459	FBgn0005626
3013	P18459	FBgn0005626
3014	A0A0B4KED0	FBgn0040007
3015	M9PDE6	FBgn0261802
3016	M9PDY6	FBgn0261802
3017	Q9V9N5	FBgn0261802
3018	R9PY70	FBgn0261802
3019	A1Z9D9	FBgn0033844
3020	Q9VLP0	FBgn0032023
3021	Q9VUY9	FBgn0003076
3022	Q9Y103	FBgn0024191
3023	Q9VWP5	FBgn0085451
3024	P48609	FBgn0013762
3025	O76464	FBgn0024945
3026	Q8SXY6	FBgn0045866
3027	M9PC31	FBgn0031589
3028	M9PEF6	FBgn0031589
3029	Q9VQX4	FBgn0031589
3030	Q9VQX4	FBgn0031589
3031	Q7K3W2	FBgn0033235
3032	Q9W4M9	FBgn0026079
3033	Q9VBZ8	FBgn0039259
3034	Q8SY13	FBgn0032629
3035	Q9VJF1	FBgn0032629
3036	A0A0B4JD02	FBgn0001139
3037	A0A0B4JDF1	FBgn0001139
3038	A0A0B4K6L6	FBgn0001139
3039	A0A0B4KH09	FBgn0001139
3040	A0A0B4LHP1	FBgn0001139
3041	P16371	FBgn0001139
3042	Q9VBP9	FBgn0039348
3043	Q9VBP9	FBgn0039348
3044	Q8MRI4	FBgn0030336
3045	Q9W3J1	FBgn0030011
3046	Q9VC53	FBgn0051126
3047	M9NE67	FBgn0004647
3048	Q9VLU0	FBgn0031977
3049	M9PF87	FBgn0027843
3050	Q9VTU8	FBgn0027843
3051	Q9VKW1	FBgn0032246
3052	Q9U915	FBgn0283494
3053	P54353	FBgn0015379
3054	Q9VEK8	FBgn0028992
3055	P16395	FBgn0000037
3056	P16395	FBgn0000037
3057	A1Z6N4	FBgn0050446
3058	M9PBH8	FBgn0035213
3059	Q8IRH5	FBgn0035213
3060	A0A0B4KGY2	FBgn0039187
3061	Q8IMW9	FBgn0039187
3062	Q9VC89	FBgn0039187
3063	P25867	FBgn0011217
3064	Q9VC63	FBgn0039207
3065	P14318	FBgn0002789
3066	P22769	FBgn0004066
3067	Q9VMQ8	FBgn0031710
3068	A8DZ09	FBgn0032600
3069	M9PBC6	FBgn0032600
3070	M9PG25	FBgn0032600
3071	Q9VJI6	FBgn0032600
3072	X2JED0	FBgn0032600
3073	Q9VFS2	FBgn0002937
3074	O96651	FBgn0026015
3075	A0A0B4K664	FBgn0027948
3076	A0A0B4K700	FBgn0027948
3077	E1JIM4	FBgn0027948
3078	Q9VEZ3	FBgn0027948
3079	A8DZ27	FBgn0053481
3080	A8DZ28	FBgn0053481
3081	Q9VQ34	FBgn0031356
3082	A2RVG6	FBgn0259175
3083	A0A0B4KFZ3	FBgn0038237
3084	Q9VFI9	FBgn0038237
3085	A0A0B4K7Z0	FBgn0040752
3086	A0A0B4LF25	FBgn0040752
3087	A0A0B4LFA9	FBgn0040752
3088	A1Z9K8	FBgn0040752
3089	Q24472	FBgn0015799
3090	Q7K012	FBgn0025716
3091	Q9VJI5	FBgn0032601
3092	A0A0B4K6T1	FBgn0020279
3093	A0A0B4K7U5	FBgn0020279
3094	A0A0B4KFC5	FBgn0020279
3095	A0A126GUM8	FBgn0020279
3096	E1JH02	FBgn0020279
3097	Q86S05	FBgn0020279
3098	A0A0B4KGE5	FBgn0023097
3099	A0A0B4KH12	FBgn0023097
3100	A0A0B4KHG7	FBgn0023097
3101	A0A0B4KHT0	FBgn0023097
3102	A8WHL4	FBgn0023097
3103	Q9VDK5	FBgn0023097
3104	A0A0B4JCU3	FBgn0261564
3105	A0A0B4JCV3	FBgn0261564
3106	A0A0B4JD44	FBgn0261564
3107	A0A0B4JD87	FBgn0261564
3108	A0A0B4LG73	FBgn0261564
3109	A0A0B4LG90	FBgn0261564
3110	A0A0B4LH91	FBgn0261564
3111	A0A0B4KFY9	FBgn0010397
3112	Q03427	FBgn0010397
3113	A1Z8N1	FBgn0050035
3114	Q95TU2	FBgn0032388
3115	Q9VKD8	FBgn0032388
3116	Q9W1F2	FBgn0034940
3117	P49657	FBgn0259168
3118	P49657	FBgn0259168
